,Input_text,Category
94,dear aleksandra would please pull following line requested customer material customer po poitem order line material fp material material desc open qty req date sch qty new rdt sp tleg sp tleg please advise could improve delivery thanks advance best regard barbara enisz m purchaser videoton automotive electronics ltd szkesfehrvr bernyi tel fax eniszbarbaraautvideotonhu mailtoeniszbarbaraautvideotonhu tleg request pull inenisz barbara,Cancellation_Rescheduling
95,hi radu please modify line customer material customer po material fp material material desc poitem ty order line open qty req date sch qty new rdt sp ipdns zgc sp ipdns zgc sp ipdns zgc sp ipdns zgc sp ipdns zgc sp ipdns zgc sp ipdns zgc sp ipdns zgc sp ipdns zgc sp ipdns zgc sp ipdns zgc sp ipdns zgc sp ipdns zgc sp ipdns zgc sp ipdns zgc sp ipdns zgc thanks regard barbara barbara enisz m purchaser videoton automotive electronics ltd szkesfehrvr bernyi tel fax eniszbarbaraautvideotonhu mailtoeniszbarbaraautvideotonhu sp request pomodificationsenisz barbara,Cancellation_Rescheduling
96,hello samira ask delete line order according attachment reason customer failed win contract please confirm cancelation pc best regard dobrokhotova natalya orderdobrokhotova natalya,Cancellation_Rescheduling
97,dear supplier attached open order forecast report order book please note action confirm reconfirm delivery date change within hr cannot meet new required date please provide comment explaining required date column delfinish resch date eta town hungary please check requested pull in push out try meet requested date clear one time remind eta date date good need arrive town final destination please note pull request po please try achieve requested date also unconfirmed po please provide confirmation pls provide trackingnumbers column comment available please fill file send u within working day question concern need additional information please contact without hesitation best regard beata palinchak purchasing department ext barco open order book wk infineon technology agbeata palinchak,Cancellation_Rescheduling
98,dear supplier attached open order forecast report order book please note action confirm reconfirm delivery date change within hr cannot meet new required date please provide comment explaining required date column delfinish resch date eta town hungary please check requested pull in push out try meet requested date clear one time remind eta date date good need arrive town final destination please note pull request po please try achieve requested date also unconfirmed po please provide confirmation pls provide trackingnumbers column comment available please fill file send u within working day question concern need additional information please contact without hesitation best regard beata palinchak purchasing department ext barco open order book wk infineon technology agbeata palinchak,Cancellation_Rescheduling
99,dear supplier attached open order forecast report order book please note action confirm reconfirm delivery date change within hr cannot meet new required date please provide comment explaining required date column delfinish resch date eta town hungary please check requested pull in push out try meet requested date clear one time remind eta date date good need arrive town final destination please note pull request po please try achieve requested date also unconfirmed po please provide confirmation pls provide trackingnumbers column comment available please fill file send u within working day question concern need additional information please contact without hesitation best regard beata palinchak purchasing department ext barco open order book wk infineon technology agbeata palinchak,Cancellation_Rescheduling
100,dear supplier attached open order forecast report order book please note action confirm reconfirm delivery date change within hr cannot meet new required date please provide comment explaining required date column delfinish resch date eta town hungary please check requested pull in push out try meet requested date clear one time remind eta date date good need arrive town final destination please note pull request po please try achieve requested date also unconfirmed po please provide confirmation pls provide trackingnumbers column comment available please fill file send u within working day question concern need additional information please contact without hesitation best regard beata palinchak purchasing department ext barco open order book wk infineon technology agbeata palinchak,Cancellation_Rescheduling
101,dear supplier attached open order forecast report order book please note action confirm reconfirm delivery date change within hr cannot meet new required date please provide comment explaining required date column delfinish resch date eta town hungary please check requested pull in push out try meet requested date clear one time remind eta date date good need arrive town final destination please note pull request po please try achieve requested date also unconfirmed po please provide confirmation pls provide trackingnumbers column comment available please fill file send u within working day question concern need additional information please contact without hesitation best regard beata palinchak purchasing department ext barco open order book wk infineon technology agbeata palinchak,Cancellation_Rescheduling
102,dear supplier attached open order forecast report order book please note action confirm reconfirm delivery date change within hr cannot meet new required date please provide comment explaining required date column delfinish resch date eta town hungary please check requested pull in push out try meet requested date clear one time remind eta date date good need arrive town final destination please note pull request po please try achieve requested date also unconfirmed po please provide confirmation pls provide trackingnumbers column comment available please fill file send u within working day question concern need additional information please contact without hesitation best regard beata palinchak purchasing department ext barco open order book wk infineon technology agbeata palinchak,Cancellation_Rescheduling
103,dear supplier attached open order forecast report order book please note action confirm reconfirm delivery date change within hr cannot meet new required date please provide comment explaining required date column delfinish resch date eta town hungary please check requested pull in push out try meet requested date clear one time remind eta date date good need arrive town final destination please note pull request po please try achieve requested date also unconfirmed po please provide confirmation pls provide trackingnumbers column comment available please fill file send u within working day question concern need additional information please contact without hesitation best regard beata palinchak purchasing department ext barco open order book wk infineon technology agbeata palinchak,Cancellation_Rescheduling
104,dear supplier attached open order forecast report order book please note action confirm reconfirm delivery date change within hr cannot meet new required date please provide comment explaining required date column delfinish resch date eta town hungary please check requested pull in push out try meet requested date clear one time remind eta date date good need arrive town final destination please note pull request po please try achieve requested date also unconfirmed po please provide confirmation pls provide trackingnumbers column comment available please fill file send u within working day question concern need additional information please contact without hesitation best regard beata palinchak purchasing department ext barco open order book wk infineon technology agbeata palinchak,Cancellation_Rescheduling
105,dear olga please cancel order customer stop project cancel item best regard marina kozherkova symmetron group office mobile skypesimmtechkozherkova baskozherkova marina,Cancellation_Rescheduling
106,dear olga please try improve shipment date order confirmation first line please try improve pc asap best regard marina kozherkova symmetron group office mobile skypesimmtechkozherkova bat kozherkova marina,Cancellation_Rescheduling
107,hi odhran could pls cancel following order po po po po po po pls confirm many thaks mit freundlichen gren best regard maike product asset manager arrow central europe gmbh frankfurter str neuisenburg phone fax mail mwienandarroweuropecom batehtsainfineon spmaike wienand,Cancellation_Rescheduling
108,dear olga would like improve shipment order please see wish please check possible material fp material material desc customer material customer po order line poitem cuspo da open qty req date sch qty sch date deviation comment sp bav asap sp bav sp bav sp sp bav sp sp bav sp sp bav material fp material material desc customer material customer po order line poitem cuspo da open qty req date sch qty sch date deviation comment sp bcr asap sp bcr sp bcr sp sp bcr sp sp bcr sp sp bcr sp sp bcr sp sp bcr material fp material material desc customer material customer po order line poitem cuspo da open qty req date sch qty sch date deviation comment sp bcr sp bcr sp bcr sp sp bcr sp sp bcr sp sp bcr sp sp bcr bav bcrs bcrkozherkova marina,Cancellation_Rescheduling
109,dear olga vicky please cancel line order sp baw please cancel sp baw please cancel sp baw please cancel sp sp baw please cancel best regard marina kozherkova symmetron group office mobile skypesimmtechkozherkova baw kozherkova marina,Cancellation_Rescheduling
110,dear olga please put shipment date order material material desc customer material customer po order line poitem cuspo da open qty req date sch qty sch date sp bc put sp bc put sp bc put sp bc put sp bc put best regard marina kozherkova symmetron group office mobile skypesimmtechkozherkova bc kozherkova marina,Cancellation_Rescheduling
111,dear john please pull item material material desc customer material customer po ty order line poitem docu dat item crd cuspo da open qty req date sch qty sch date pull sp bcx sd zgc best regard bongkot delta electronics thailand ext slovakia email message including attachment sole use intended recipient may contain confidential privileged information unauthorized review use disclosure distribution prohibited intended recipient please contact sender reply mail destroy copy original message mail transmission cannot guaranteed secured errorfree information could interceptedcorrupted lost destroyed arrive late incomplete contain virus recipient check email attachment presence virus company liable damage caused virus transmitted emaildelta electronicsthailand public company limited group company bcx pull bongkot,Cancellation_Rescheduling
112,hi please pull delivery paderborn help u avoid line dawn best regard ravindra dike material buyer paderborn creating value increase customer competitiveness mobile voip skype id ravindradike ravindradikeflextronicscom follow u global business service legal disclaimer information contained message may privileged confidential intended read individual entity addressed designee reader message intended recipient notice distribution message form strictly prohibited received message error please immediately notify sender delete destroy copy message dravindra dike,Cancellation_Rescheduling
113,anna please pull po eta th sep production line please provide tr part po qty eta remark supplier remark blfh sep please provide tracking detail blfh oct shortage th sep please pull thanks regard deepali mahesh buyer paderborn creating value increase customer competitiveness skype deepalimahesh voip direct mobile deepalimaheshflextronicscom mailtodeepalimaheshflextronicscom legal disclaimer information contained message may privileged confidential intended read individual entity addressed designee reader message intended recipient notice distribution message form strictly prohibited received message error please immediately notify sender delete destroy copy message po urgentdeepali mahesh,Cancellation_Rescheduling
114,dear anna due christmas closure could please reschedule eta per need date part po qty current eta need date supplier comment bmw dec rd dec bmw dec rd dec fmc jan th jan fmc jan th jan awaiting valuable support best regard hema buyer zala automotive creating value increase customer competitiveness direct mobile voip hemalathaelumalaiflextronicscom global business service legal disclaimer information contained message may privileged confidential intended read individual entity addressed designee reader message intended recipient notice distribution message form strictly prohibited received message error please immediately notify sender delete destroy copy message reg christmas closurehemalatha elumalai,Cancellation_Rescheduling
115,dear anna could please kind pull mentioned po requested need date part po quantity current eta need date comment bmw mar mar please needful awaiting positive feedback thanks regard aruna raji sranalyst procurement shared service creating value increase customer competitiveness direct mobile arunaarunagiriinflextronicscom mailtoarunaarunagiriinflextronicscom legal disclaimer information contained message may privileged confidential intended read individual entity addressed designee reader message intended recipient notice distribution message form strictly prohibited received message error please immediately notify sender delete destroy copy message request pull itembmw pofaruna arunagiri,Cancellation_Rescheduling
116,dear anna good day could please check confirm pullin request order need date part po qty current eta need date confirmed date bmw jul jul thanks regard sheilaja sranalyst procurement shared service creating value increase customer competitiveness direct mobile sheilajakasiviswanathaninflextronicscom mailtosheilajakasiviswanathaninflextronicscom legal disclaimer information contained message may privileged confidential intended read individual entity addressed designee reader message intended recipient notice distribution message form strictly prohibited received message error please immediately notify sender delete destroy copy message reg sudden improvement neededsheilaja kasiviswanathan,Cancellation_Rescheduling
117,dear olga please change order material material desc customer material customer po order line poitem cuspo da open qty req date sch qty sch date new req date sp bssn sp bssn sp bssn bssn sp bssn please improve sp bssn please improve please add axtra line please add axtra line please add axtra line best regard marina kozherkova symmetron group office mobile skypesimmtechkozherkova bssn kozherkova marina,Cancellation_Rescheduling
118,hello josh pls could check request bssnl ordini fornit riga qta ordinata qta residuum rich conf new date cancel new date let know thanks kind regard patrizia patrizia sala product asset manager direct phone fax bssnl push isabelle patrizia sala,Cancellation_Rescheduling
119,hello josh im fine pls could cancel order let feedback soon thanks kind regard patrizia bsssll ordini fornit riga qta ordinata qta residuum rich conf patrizia sala product asset manager direct phone fax bsssll cancellation anne patrizia sala,Cancellation_Rescheduling
120,dear olga please cancel order need btssdr ordered btssdl please place new order correct item please check ship june beginning july best regard marina kozherkova symmetron group office mobile skypesimmtechkozherkova btssdrkozherkova marina,Cancellation_Rescheduling
121,dear olga please check possible improve order btsp req date sch qty sch date deviation imprive imprive imprive imprive imprive imprive imprive btspkozherkova marina,Cancellation_Rescheduling
122,hi ainhoa pullin po asap please confirm receive part sooner next week thursday possible would ask ship today already customer bachmann desperate thanks lot best regard sascha sascha knig product asset manager semiconductor product arrow central europe gmbh frankfurter str neuisenburg germany tel fax mailto skoenigarroweuropecom btsnxuma sp po sascha koenig,Cancellation_Rescheduling
123,hi christin please pull po line customer sensortechnik wiedemann need part latest please let know able improve delivery date thanks regard claudia ccrlmhafxuma spclaudia kirchschlager,Cancellation_Rescheduling
124,hi josh cancel po javascriptvoid po pc part sp esdvlblextma thank schne gre best regard nina bender product asset manager semiconductor product arrow central europe gmbh frankfurter strasse neuisenburg phoneext faxext mailto nbenderarroweuropecom internet wir sind umgezogen unsere neue anschrift lautet frankfurter strae neuisenburg telefonnummer zentrale direkte durchwahlen bleiben gleich moved new address frankfurter strae neuisenburg phone switchboard phone extension number remain cancel sp esdvlblextmanina bender,Cancellation_Rescheduling
125,hello anja thanks cancel infbcre po kp po kp sent edi new po kp quote nice week end cheer nadine bonnecarrre favorite buyer ssgdiscretes avnet memec silica nadinebonnecarrereavneteu immeuble carnot plaza avenue carnot massy cedex france office fax social medium avnet memec facebook twitter linkedin youtube silica facebook twitter linkedin youtube cancel rebooking bonnecarrere nadine avnet,Cancellation_Rescheduling
126,hello thanks cancel po enclosed new po send edi nice day cheer nadine bonnecarrere favourite buyer pbu ssgdiscretes silica nadinebonnecarreresilicacom mailtonadinebonnecarreresilicacom tel fax cancel rebookingbonnecarrere nadine silica,Cancellation_Rescheduling
127,hello ivan thanks cancel po enclosed request sent edi new po kp send edi nice day cheer nadine bonnecarrere favourite buyer pbu ssgdiscretes silica nadinebonnecarreresilicacom mailtonadinebonnecarreresilicacom tel fax cancel rebooking infbcvebonnecarrere nadine silica,Cancellation_Rescheduling
128,hello elia thanks cancel po enclosed new po kp quote sent edi thanks confirmation nice day cheer nadine bonnecarrere favourite buyer pbu ssgdiscretes silica nadinebonnecarreresilicacom mailtonadinebonnecarreresilicacom tel fax cancel rebooking infbspphx bspphxtsabonnecarrere nadine silica,Cancellation_Rescheduling
129,hello thanks cancel po enclosed request sent edi new po kp send edi nice day cheer nadine bonnecarrere favourite buyer pbu ssgdiscretes silica nadinebonnecarreresilicacom mailtonadinebonnecarreresilicacom tel fax cancel rebooking infbsshtrbonnecarrere nadine silica,Cancellation_Rescheduling
130,hello elia thanks cancel po enclosed new po send edi nice day cheer happy easter nadine bonnecarrere favourite buyer pbu ssgdiscretes silica nadinebonnecarreresilicacom mailtonadinebonnecarreresilicacom tel fax cancel rebooking infbsshtrbonnecarrere nadine silica,Cancellation_Rescheduling
131,hello thanks cancel po enclosed new po send edi nice day cheer nadine bonnecarrere favourite buyer pbu ssgdiscretes silica nadinebonnecarreresilicacom mailtonadinebonnecarreresilicacom tel fax cancel rebookingbonnecarrere nadine silica,Cancellation_Rescheduling
132,hi samira please check email maike part best regard nimo maike wienand mwienandarroweuropecom sent tuesday january hagi nimo ifie csc clm eu dub nimohagiinfineoncom cc maike wienand mwienandarroweuropecom subject ddbunwrbbomainfineon sp hi nimo could pls cancel following order po po po many thanks mit freundlichen gren best regard maike wienand product asset manager arrow central europe gmbh frankfurter str neuisenburg phone fax mwienandarroweuropecom mailtomwienandarroweuropecom fiveyearsoutcom arroweuropecom ddbunwrbbomainfineon sp pl cancellationhagi nimo ifie csc clm eu dub,Cancellation_Rescheduling
133,hi christin original quantity purchase order item piece already received good per delivery dated may asset management supplier operation specialist best regard veronique christinhaeniginfineoncom mailtochristinhaeniginfineoncom sent mardi mai hinault veronique silica cc janakochinfineoncom subject cancel hi veronique mean already received get already part u could please provide dn want cancel position need check first agree csp product best regard christin christin haenig customer logistics management representative infineon technology ireland ltd registered office fumbally square second floor fumbally lane new street dublin ireland registered number tel fax email christinhaeniginfineoncom mailtochristinhaeniginfineoncom visit u message confidential may disclosed used anyone addressee without consent sender receive message error please advise sender immediately delete system view opinion expressed solely author necessarily represent infineon technology irl ltd unless otherwise specifically stated hinault veronique silica mailtoveroniquehinaultsilicacom sent tuesday may pm haenig christin ifie op csc clm eu dub subject cancel hello many thanks cancel line please already received material customer material customer po order line poitem cuspo da baldue pricecur open qty req date sch qty sch date deviation sp infipcnnr unconfirmed asset management supplier operation specialist best regard veronique cancelhinault veronique silica,Cancellation_Rescheduling
134,hello could please cancel po enclosed request sent edi request following cancel customer forecast thanks advance confirmation nice day cheer nadine bonnecarrere favourite buyer pbu ssgdiscretes silica nadinebonnecarreresilicacom mailtonadinebonnecarreresilicacom tel fax cancel bcrbonnecarrere nadine silica,Cancellation_Rescheduling
135,hello elia following customer cancel could please cancel po part bsfnntgxuma sp thanks advance confirmation nice day cheer nadine bonnecarrere favourite buyer pbu ssgdiscretes silica nadinebonnecarreresilicacom tel fax cancel bsfnntgxumabonnecarrere nadine silica,Cancellation_Rescheduling
136,isa cancel ce matin de fabrinet sur le infbssslh bssslhxtsa peux tu stp annuler le po cidessous kp confirm date kp confirm date kp confirm date kp confirm date je ne tai pa envoy le annuls par edi merci nad nadine bonnecarrere favourite buyer pbu ssgdiscretes silica nadinebonnecarreresilicacom tel fax cancel bssslhxtsa infbssslhbonnecarrere nadine silica,Cancellation_Rescheduling
137,hi yvonne ainhoa order sent edi yesterday exclude contract actually wrong cancel thank rgds donna wang material planner arrow china electronics trading coltd arrow alliance shanghai addressbm intercontinental business center yu tong roadshanghaiprc direct fax emaildonnawangarrowasiacom cancel order bel rkz bby donna wang,Cancellation_Rescheduling
138,ciao josh cancel please spwns cancel thank monica guastoni arrow electronics srl pam south europe tel mguastoniarroweuropecom cancel pleasemonica guastoni,Cancellation_Rescheduling
139,hi ainhoa could please kind cancel mentioned po customerpartnumber customerorder sapfpcreationdate order sap po item wtn ktn classification piece iautnsnatma confirmed please confirm done mit freundlichem grus best regard cordiali saluti philipp pobitschka geprfter handelsfachwirt ihk senior product asset manager semiconductor product arrow central europe gmbh frankfurter strasse neu isenburg germany mailto ppobitschkaarroweuropecom mailtoppobitschkaarroweuropecom cancel request po spphilipp pobitschka,Cancellation_Rescheduling
140,ciao josh cancel order please system dont need sp sakxccmff ba infkxcmffba please confirm monica guastoni arrow electronics srl pam south europe tel mguastoniarroweuropecom cancelmonica guastoni,Cancellation_Rescheduling
141,dear anja please cancel order best regard marina kozherkova symmetron group office mobile skypesimmtechkozherkova cancelationkozherkova marina,Cancellation_Rescheduling
142,dear olga please cancel order hirel predicts order via odin best regard marina kozherkova symmetron group office mobile skypesimmtechkozherkova cancelations symm orderskozherkova marina,Cancellation_Rescheduling
143,dear phebe please confirm cancellation line po thank best regard martina majer nabava purchasing nabavni referent purchasing officer elrad international ljutomerska cesta gornja radgona slovenia tel fax martinamajerelradintsi mailtomartinamajerelradintsi cancellation martina majer,Cancellation_Rescheduling
144,dear phebe please cancel pc sa currently additonal need please confirm thank best regard martina majer nabava purchasing nabavni referent purchasing officer elrad international ljutomerska cesta gornja radgona slovenia tel fax martinamajerelradintsi mailtomartinamajerelradintsi cancellation martina majer,Cancellation_Rescheduling
145,hello olga please cancel following order due change production nisko order line cancellation order close pls confirm keren shvarztoch nisko project electronics communication ltd habarzel st tel aviv israel tel fax direct mail kerenniskocoil keren shvarztoch nisko project electronics communication ltd habarzel st tel aviv israel tel fax direct mail kerenniskocoil footnote confirms email message scanned pineapp mailsecure presence malicious code vandal computer virus cancellation order nokeren shvarztoch,Cancellation_Rescheduling
146,hello olga please cancel following order nisko order line cancellation order close pls confirm keren shvarztoch nisko project electronics communication ltd habarzel st tel aviv israel tel fax direct mail kerenniskocoil footnote confirms email message scanned pineapp mailsecure presence malicious code vandal computer virus cancellation order nokeren shvarztoch,Cancellation_Rescheduling
147,hello jana please cancel following order nisko order line cancellation order close pls confirm keren shvarztoch nisko project electronics communication ltd habarzel st tel aviv israel tel fax direct mail kerenniskocoil keren shvarztoch nisko project electronics communication ltd habarzel st tel aviv israel tel fax direct mail kerenniskocoil footnote confirms email message scanned pineapp mailsecure presence malicious code vandal computer virus cancellation order nokeren shvarztoch,Cancellation_Rescheduling
148,hello olga please cancel following order nisko order line dated pls confirm keren shvarztoch nisko project electronics communication ltd habarzel st tel aviv israel tel fax direct mail kerenniskocoil footnote confirms email message scanned pineapp mailsecure presence malicious code vandal computer virus cancellation order nokeren shvarztoch,Cancellation_Rescheduling
149,hello olga please cancel following order nisko order line pls confirm keren shvarztoch nisko project electronics communication ltd habarzel st tel aviv israel tel fax direct mail kerenniskocoil footnote confirms email message scanned pineapp mailsecure presence malicious code vandal computer virus cancellation order nokeren shvarztoch,Cancellation_Rescheduling
150,hello olga please cancel following order due change production asp sp bscnns asp sp bscnns asp sp bscnns asp sp bscnns asp sp bscnns pls confirm keren shvarztoch nisko project electronics communication ltd habarzel st tel aviv israel tel fax direct mail kerenniskocoil footnote confirms email message scanned pineapp mailsecure presence malicious code vandal computer virus cancellation order nokeren shvarztoch,Cancellation_Rescheduling
151,hello olga please cancel following order nisko order line dated cancelation order close pls confirm keren shvarztoch nisko project electronics communication ltd habarzel st tel aviv israel tel fax direct mail kerenniskocoil footnote confirms email message scanned pineapp mailsecure presence malicious code vandal computer virus cancellation order nokeren shvarztoch,Cancellation_Rescheduling
152,hello olga please cancel following order nisko order line pls confirm keren shvarztoch nisko project electronics communication ltd habarzel st tel aviv israel tel fax direct mail kerenniskocoil footnote confirms email message scanned pineapp mailsecure presence malicious code vandal computer virus cancellation order nokeren shvarztoch,Cancellation_Rescheduling
153,hello olga please cancel following order nisko order line cancellation order close pls confirm keren shvarztoch nisko project electronics communication ltd habarzel st tel aviv israel tel fax direct mail kerenniskocoil footnote confirms email message scanned pineapp mailsecure presence malicious code vandal computer virus cancellation order nokeren shvarztoch,Cancellation_Rescheduling
154,hello thanks cancel po please material customer material customer po order line poitem cuspo da baldue pricecur open qty req date sch qty sch date deviation sp infbcre asset management supplier operation specialist best regard veronique cancellation based confirmation sp infbcre hinault veronique silica,Cancellation_Rescheduling
155,hi many thanks cancel line please material customer material customer po order line poitem cuspo da baldue pricecur open qty req date sch qty sch date deviation sp infipdns sp infipdns sp infipdns sp infipdns sp infipdns sp infipdns best regard veronique machero paloma silica sent mardi mar chauche elisabeth silica cc lopez enrique silica subject sale document item material infipdns de customer fujitsu ten espaa ftesa dear elisabeth infineon rescheduled backlog fujitsu receive pzas fujitsu japan also inform u team discontinued july customer want cancel pc sent workflow sorry inconvenience caused best regard paloma cancellation based confirmationhinault veronique silica,Cancellation_Rescheduling
156,ciao josh approve following action please tleg cancel btsg cancel btnb cancel tlege cancel thank monica guastoni arrow electronics srl pam south europe tel mguastoniarroweuropecom cancellation customer eldormonica guastoni,Cancellation_Rescheduling
157,hello thanks cancel po enclosed new po send edi nice day cheer nadine bonnecarrere favourite buyer pbu ssgdiscretes silica nadinebonnecarreresilicacom mailtonadinebonnecarreresilicacom tel fax cancel rebookingxlsxbonnecarrere nadine silica,Cancellation_Rescheduling
158,hi christin please ship whole amount item meant pls cancel po item pls confirm cancellation thanks pozdrawiam best regard jacek kowalczyk purchasing department kimball electronics poland ul poznaska tarnowo podgrne tel mobile kimball electronics poland sp tarnowo podgrne ul poznaska sd rejonowy poznaniu xxi wydzia gospodarczy krajowego rejestru sdowego nr kr nip kapita zakadowy zotych peni opacony christinhaeniginfineoncom mailtochristinhaeniginfineoncom sent monday may jacek kowalczyk cc niamhduffyinfineoncom maria olejnik subject kimball tracker wk hi jacek saw also cpns part sp tleg cpn cpn part tracker cpn one standard order rd could please let know want send part split following quantity quantity tracker moment cpns cw till cw per week course working improvement best regard christin christin haenig customer logistics management representative infineon technology ireland ltd registered office fumbally square second floor fumbally lane new street dublin ireland registered number tel fax email christinhaeniginfineoncom mailtochristinhaeniginfineoncom jacek kowalczyk mailtojacekkowalczykkimballcom sent thursday may pm haenig christin ifie op csc clm eu dub duffy niamh ifie op csc clm eu dub katarzynamikatrwcom mailtokatarzynamikatrwcom cc anetaosinskatrwcom mailtoanetaosinskatrwcom dariuszmaziktrwcom mailtodariuszmaziktrwcom glabinski juliusz kamilsuchantrwcom mailtokamilsuchantrwcom rainerpettotrwcom mailtorainerpettotrwcom katerinapokornatrwcom mailtokaterinapokornatrwcom urszula jazdz mundell lonnie ifna atv smd amr tb jasonstriblingtrwcom mailtojasonstriblingtrwcom lukaszpezdatrwcom mailtolukaszpezdatrwcom zhihetrwcom mailtozhihetrwcom maria idzikowska maria olejnik giuliograzianotrwcom mailtogiuliograzianotrwcom morris aine ifie op csc clm eu dub leonard eyster subject kimball tracker wk dear thank today call please find short summary ok till beginning wk ok till beginning wk ok till wk ok ca till wk ok ca till wk ok till end wk small qty allocated kimball backlog april may ok till beginning wk ok till wk ok till wk ok till beginning wk ok till wk ok till wk ok till beginning wk ok till wk ok ca till wk ok till wk ok till end wk ok till wk ok till wk pozdrawiam best regard jacek kowalczyk kimball electronics poland sp tarnowo podgrne ul poznaska sd rejonowy poznaniu xxi wydzia gospodarczy krajowego rejestru sdowego nr kr nip kapita zakadowy zotych peni opacony christinhaeniginfineoncom mailtochristinhaeniginfineoncom mailtochristinhaeniginfineoncom sent thursday may pm jacek kowalczyk niamhduffyinfineoncom mailtoniamhduffyinfineoncom katarzynamikatrwcom mailtokatarzynamikatrwcom cc anetaosinskatrwcom mailtoanetaosinskatrwcom dariuszmaziktrwcom mailtodariuszmaziktrwcom juliuszglabinskiepcoscom mailtojuliuszglabinskiepcoscom kamilsuchantrwcom mailtokamilsuchantrwcom rainerpettotrwcom mailtorainerpettotrwcom katerinapokornatrwcom mailtokaterinapokornatrwcom urszulajazdzepcoscom mailtourszulajazdzepcoscom lonniemundellinfineoncom mailtolonniemundellinfineoncom jasonstriblingtrwcom mailtojasonstriblingtrwcom lukaszpezdatrwcom mailtolukaszpezdatrwcom zhihetrwcom mailtozhihetrwcom maria idzikowska maria olejnik giuliograzianotrwcom mailtogiuliograzianotrwcom ainemorrisinfineoncom mailtoainemorrisinfineoncom subject kimball tracker wk hi please find attached kimball tracker today call best regard christin christin haenig customer logistics management representative infineon technology ireland ltd registered office fumbally square second floor fumbally lane new street dublin ireland registered number tel fax email christinhaeniginfineoncom mailtochristinhaeniginfineoncom kimball tracker wkjacek kowalczyk,Cancellation_Rescheduling
159,hi olga pls cancel mentioned po guess havnt received cancellation via edi please cancel line manually many thanks advance best regard jacky zaklina frenzel product asset assistant arrow electronics arrow central europe gmbh frankfurter strasse neuisenburg germany phone fax mailto zfrenzelarroweuropecom cancellation po zaklina frenzel,Cancellation_Rescheduling
160,hello thanks help elia office babette chauche elisabeth silica sent mercredi mai eliasmichlinfineoncom subject hello elia could please cancel po sent error automatically system bsnnelsixusa sp thanks babette chauche elisabeth silica,Cancellation_Rescheduling
161,dear liza pls cancel po dfsn item code abccode supply time order po supplier supplier name mfg partno unit ordered delivered back order order date current del date new request dock date message dfsn infineon technology ag irstrpbf ea oct may cancel order dfsn infineon technology ag irstrpbf ea oct may cancel order dfsn infineon technology ag irstrpbf ea oct may cancel order dfsn infineon technology ag irstrpbf ea oct may cancel order dfsn infineon technology ag irstrpbf ea oct jun cancel order dfsn infineon technology ag irstrpbf ea oct jun cancel order thanks regard dikshika specialist gb procurement tab hungary global business service direct voip mobile skype id dikshikabairagi dikshikabairagiflexcom mailtodikshikabairagiflexcom work timing pm india time legal disclaimer information contained message may privileged confidential intended read individual entity addressed designee reader message intended recipient notice distribution message form strictly prohibited received message error please immediately notify sender delete destroy copy message cancellation request dfsndikshika bairagi,Cancellation_Rescheduling
162,hello phebe please check able cancel following order rentrn thank advance flora thanksbest regard flora cservak buyer jabil circuit hungary ltd desk tiszaujvaros huszar andor ut hungary europe cancellation request rentrn flora cservak,Cancellation_Rescheduling
163,dear phebe faced demand push ask cancel order confirm back vendor name jabil pn po po line item mrp elemnt firm open qty delivery date reschdate jabil comment infineon technology ag uk confirmed po firm cancel process infineon technology ag uk confirmed po firm cancel process infineon technology ag uk confirmed po firm cancel process infineon technology ag uk confirmed po firm cancel process infineon technology ag uk confirmed po firm cancel process infineon technology ag uk confirmed po firm cancel process infineon technology ag uk confirmed po firm cancel process thank advance hanna ivanik buyer purchasing department jabil circuit ukraine llc desk ext tel kontsivska street rozivka villiage uzhgorod district zakarpatska oblast ukraine cancellation request infineon hanna ivanik,Cancellation_Rescheduling
164,dear christin due customer decrease need cancel following quantity part number tleg po pc po pc could please confirm acceptable thank best regard diego cancellation sp tlegdiego soler,Cancellation_Rescheduling
165,ciao josh need cancel following order please idhsc cancel thank confirm monica guastoni arrow electronics srl pam south europe tel mguastoniarroweuropecom cancellationmonica guastoni,Cancellation_Rescheduling
166,hi odhran ive several open cancellation order change could pls confirm following cancellation part number sp last po communication batehtsa sp revaug bbedi barvhxtsainfineon sp revaug bbedi idhscaksainfineon sp revaug bbedi idhscaksainfineon sp revsep bbedi batwehtsainfineon sp revsep bbedi idhgcxksainfineon sp revsep bbedi batehtmainfineon sp revsep bbedi batwehtsainfineon sp revsep bbedi baswehtsainfineon sp revaug bbedi barvhxtsainfineon sp revaug bbedi batehtsainfineoncsp sp revsep bbedi many thanks mit freundlichen gren best regard maike wienand product asset manager arrow central europe gmbh frankfurter str neuisenburg phone fax mail mwienandarroweuropecom cancellationsmaike wienand,Cancellation_Rescheduling
167,dear tomas enclosed get cancelled order please confirm thanks best regard melissa mit freundlichen grenkind regard melissa heieis elektronische systeme electronic system zentraleinkauf elektronikcorporate purchasing electronics zf friedrichshafen ag cherrystrae auerbach deutschlandgermany telefonphone telefaxfax mailtomelissaheieiszfcom mailtomelissaheieiszfcom vorsitzender de aufsichtsratschairman supervisory board prof dr giorgio behr vorstandboard management dr stefan sommer vorsitzenderceo dr konstantin sauer jrgen holeksa michael hankel wilhelm rehm rolf lutz sitzheadquarters friedrichshafen handelsregistereintrag amtsgericht ulm hrb trade register municipal court ulm hrb cancelled order melissaheieiszfcom,Cancellation_Rescheduling
